movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas,exceso_velocidad_real,exceso_velocidad
MOV-00428,B-015,CMALITORAL,R-05,MUELLEE,GRANOS,HAMBURG,2020-02-15,17:28,2020-02-16,05:57,3715.56,12.1,10,RECHAZADO,12.483333333333333,2.0999999999999996,1.5999999999999996
MOV-00430,B-025,MAERSKPAMPAS,R-07,MUELLEF,MINERALES,MONTEVIDEO,2023-12-19,13:56,2023-12-21,16:22,5423.49,14.4,10,EN_REVISION,50.43333333333333,4.4,3.9000000000000004
MOV-00434,B-037,ZIMNORTE,,MUELLEF,ACEITE,SANTA FE,2021-12-21,17:03,2021-12-24,19:42,5974.98,12.7,10,DESPACHADO,74.65,2.6999999999999993,2.1999999999999993
MOV-00436,B-001,COSCOTIGRE,R-01,MUELLEF,MINERALES,MONTEVIDEO,2024-06-08,15:04,2024-06-09,20:31,5534.34,12.6,10,PENDIENTE,29.45,2.5999999999999996,2.0999999999999996
MOV-00437,B-034,EVERGLORY,R-08,MUELLED,SOJA,BUENOS AIRES,2024-04-10,22:51,2024-04-11,04:03,6155.51,12.7,10,PENDIENTE,5.2,2.6999999999999993,2.1999999999999993
MOV-00438,B-013,EVERGLORY,R-07,MUELLED,MAIZ,VALPARAISO,2023-09-09,23:28,2023-09-10,14:57,5261.25,16.2,12,DESPACHADO,15.483333333333333,4.199999999999999,3.599999999999998
MOV-00441,B-014,ONEPARANA,R-04,MUELLEF,ACEITE,HAMBURG,2020-10-16,15:06,2020-10-19,22:37,4274.29,13.8,12,RECHAZADO,79.51666666666667,1.8000000000000007,1.1999999999999993
MOV-00443,B-038,CMALITORAL,R-08,MUELLEC,MAIZ,VALPARAISO,2020-11-30,13:07,2020-12-03,00:47,,14.3,10,EN_REVISION,59.666666666666664,4.300000000000001,3.8000000000000007
MOV-00446,B-018,COSCOTIGRE,R-06,MUELLEC,CONTENEDORES,ROTTERDAM,2023-02-05,06:31,2023-02-06,17:23,5745.42,14.0,12,EN_REVISION,34.86666666666667,2.0,1.3999999999999986
MOV-00448,B-039,HAPAGRIO,R-08,MUELLEC,GRANOS,HAMBURG,2021-06-23,04:56,2021-06-24,09:06,4511.93,11.9,10,PENDIENTE,28.166666666666668,1.9000000000000004,1.4000000000000004
MOV-00449,B-017,YANGMING,R-03,MUELLEA,GRANOS,BUENOS AIRES,1900-01-01,13:05,2024-03-30,18:15,3911.87,16.0,15,RECHAZADO,,1.0,0.25
MOV-00451,B-010,PILSANTA,R-06,MUELLEB,GRANOS,HAMBURG,2021-07-22,07:12,2021-07-25,11:40,6230.11,16.7,15,RECHAZADO,76.46666666666667,1.6999999999999993,0.9499999999999993
MOV-00455,B-010,CMALITORAL,R-07,MUELLEE,MAIZ,HAMBURG,2021-02-09,22:38,1900-01-01,17:03,5747.81,13.5,12,EN_REVISION,,1.5,0.8999999999999986
MOV-00456,B-021,PILOESTE,R-01,MUELLEE,GRANOS,MONTEVIDEO,2020-07-28,16:10,2020-07-30,22:38,5414.23,12.4,10,RECHAZADO,54.46666666666667,2.4000000000000004,1.9000000000000004
MOV-00458,B-011,COSCOTIGRE,R-04,MUELLEB,GRANOS,VALPARAISO,2024-09-05,00:00,2024-09-06,00:00,3653.61,10.8,10,EN_REVISION,24.0,0.8000000000000007,0.3000000000000007
MOV-00462,B-019,HAPAGSUR,R-04,MUELLEC,GRANOS,VALPARAISO,2023-08-24,01:55,2023-08-26,04:57,5124.59,15.3,10,PENDIENTE,51.03333333333333,5.300000000000001,4.800000000000001
MOV-00468,B-034,HAPAGSUR,R-03,MUELLED,HARINA,MONTEVIDEO,2023-11-07,04:53,1900-01-01,11:33,4730.34,14.6,10,DESPACHADO,,4.6,4.1
MOV-00469,B-007,HAPAGRIO,R-03,MUELLEB,GRANOS,HAMBURG,2023-12-21,16:57,2023-12-23,07:39,3755.79,15.5,10,RECHAZADO,38.7,5.5,5.0
MOV-00472,B-015,CMAROSARIO,R-08,MUELLEE,CONTENEDORES,MONTEVIDEO,2022-06-05,19:01,2022-06-08,06:13,4196.73,10.6,10,PENDIENTE,59.2,0.5999999999999996,0.09999999999999964
MOV-00476,B-028,ONEPARANA,,MUELLEF,GRANOS,SANTA FE,2021-08-05,13:15,2021-08-06,03:57,4121.64,15.6,12,DESPACHADO,14.7,3.5999999999999996,2.9999999999999982
MOV-00480,B-036,EVERGLORY,R-05,MUELLEA,HARINA,HAMBURG,2024-11-18,05:14,2024-11-20,18:05,4364.41,17.7,12,PENDIENTE,60.85,5.699999999999999,5.099999999999998
MOV-00483,B-008,YANGESTE,R-07,MUELLED,CONTENEDORES,VALPARAISO,2021-03-17,13:49,2021-03-18,04:11,6371.36,12.5,10,EN_REVISION,14.366666666666667,2.5,2.0
MOV-00486,B-040,COSCOTIGRE,R-05,MUELLED,TRIGO,SANTA FE,2022-05-06,18:12,2022-05-09,07:09,4029.65,19.0,10,DESPACHADO,60.95,9.0,8.5
MOV-00490,B-037,COSCOSTAR,R-01,MUELLEB,HARINA,SHANGHAI,2023-06-12,00:52,2023-06-13,00:00,6539.59,13.0,10,DESPACHADO,23.133333333333333,3.0,2.5
MOV-00491,B-019,EVERGLORY,R-07,MUELLEC,MAIZ,HAMBURG,2023-08-31,22:52,2023-09-03,12:42,4096.5,14.8,12,RECHAZADO,61.833333333333336,2.8000000000000007,2.1999999999999993
MOV-00495,B-003,ZIMDELTA,R-05,MUELLED,HARINA,SANTA FE,2021-05-04,12:00,2021-05-06,00:00,7861.89,13.9,12,PENDIENTE,36.0,1.9000000000000004,1.299999999999999
MOV-00497,B-010,MAERSKLIMA,R-01,MUELLEB,SOJA,VALPARAISO,2022-10-21,17:29,2022-10-24,13:57,5995.05,14.1,10,PENDIENTE,68.46666666666667,4.1,3.5999999999999996
MOV-00500,B-004,YANGMING,R-03,MUELLEF,HARINA,ROTTERDAM,2022-12-23,11:04,1900-01-01,13:02,4552.58,17.7,10,PENDIENTE,,7.699999999999999,7.199999999999999
MOV-00503,B-025,ONEPARANA,R-05,MUELLEC,MAIZ,ROTTERDAM,2023-06-16,03:45,1900-01-01,00:00,5837.0,10.7,10,RECHAZADO,,0.6999999999999993,0.1999999999999993
MOV-00505,B-032,HAPAGSUR,R-05,MUELLED,GRANOS,VALPARAISO,2024-03-12,14:33,2024-03-14,08:00,4355.81,12.7,10,DESPACHADO,41.45,2.6999999999999993,2.1999999999999993
MOV-00506,B-031,ZIMDELTA,R-08,MUELLEB,GRANOS,SAO PAULO,2022-11-09,20:59,2022-11-10,08:30,2365.02,17.8,15,RECHAZADO,11.516666666666667,2.8000000000000007,2.0500000000000007
MOV-00510,B-023,CMALITORAL,R-03,MUELLEA,SOJA,SANTA FE,2024-02-19,01:46,2024-02-20,16:06,5787.9,17.2,10,EN_REVISION,38.333333333333336,7.199999999999999,6.699999999999999
MOV-00512,B-037,ONEPARANA,R-08,MUELLED,MAIZ,HAMBURG,2024-06-22,00:12,2024-06-24,14:39,4342.4,15.8,15,EN_REVISION,62.45,0.8000000000000007,0.05000000000000071
MOV-00513,B-012,ZIMNORTE,R-04,MUELLEB,TRIGO,SANTA FE,2022-12-11,17:05,2022-12-13,23:43,5081.26,15.8,12,DESPACHADO,54.63333333333333,3.8000000000000007,3.1999999999999993
MOV-00515,B-019,PILSANTA,R-03,MUELLEA,MAIZ,HAMBURG,2020-11-04,05:52,2020-11-05,04:28,2369.12,12.4,10,EN_REVISION,22.6,2.4000000000000004,1.9000000000000004
MOV-00516,B-008,ZIMDELTA,R-07,MUELLEB,HARINA,SAO PAULO,2024-08-09,05:50,1900-01-01,22:12,4740.37,12.7,12,EN_REVISION,,0.6999999999999993,0.09999999999999787
MOV-00523,B-011,ONEPARANA,R-03,MUELLEA,TRIGO,HAMBURG,2021-06-06,00:00,2021-06-07,14:40,4362.87,14.7,10,EN_REVISION,38.666666666666664,4.699999999999999,4.199999999999999
MOV-00524,B-003,ONEPARANA,R-01,MUELLEE,TRIGO,SHANGHAI,2022-03-02,04:43,2022-03-04,03:31,3685.67,14.5,10,RECHAZADO,46.8,4.5,4.0
MOV-00526,B-038,COSCOSTAR,R-05,MUELLEC,MAIZ,SANTA FE,2022-04-05,19:45,2022-04-08,02:24,6584.87,11.8,10,RECHAZADO,54.65,1.8000000000000007,1.3000000000000007
MOV-00533,B-011,MAERSKLIMA,R-02,MUELLEE,MAIZ,SANTA FE,2024-08-16,16:42,2024-08-18,03:27,6519.15,15.2,10,RECHAZADO,34.75,5.199999999999999,4.699999999999999
MOV-00534,B-007,MAERSKPAMPAS,R-05,MUELLEC,GRANOS,SAO PAULO,2022-03-26,15:34,2022-03-27,10:29,5254.62,14.2,10,RECHAZADO,18.916666666666668,4.199999999999999,3.6999999999999993
MOV-00541,B-035,PILOESTE,R-02,MUELLEC,CONTENEDORES,MONTEVIDEO,2021-01-17,17:48,2021-01-19,11:11,6590.74,14.2,12,EN_REVISION,41.38333333333333,2.1999999999999993,1.5999999999999979
MOV-00542,B-026,EVERGREEN02,R-06,MUELLEA,MINERALES,VALPARAISO,2023-06-03,10:48,1900-01-01,09:32,6458.48,10.8,10,RECHAZADO,,0.8000000000000007,0.3000000000000007
MOV-00543,B-016,PILSANTA,R-01,MUELLEA,ACEITE,SAO PAULO,2020-08-08,10:52,2020-08-10,22:14,,14.5,12,RECHAZADO,59.36666666666667,2.5,1.8999999999999986
MOV-00544,B-007,YANGMING,R-02,MUELLEA,ACEITE,MONTEVIDEO,2023-11-26,00:00,2023-11-29,07:34,3907.86,14.5,10,RECHAZADO,79.56666666666666,4.5,4.0
MOV-00548,B-039,CMAROSARIO,R-01,MUELLEF,HARINA,BUENOS AIRES,2022-11-30,07:26,2022-12-01,00:00,4890.22,12.3,10,DESPACHADO,16.566666666666666,2.3000000000000007,1.8000000000000007
MOV-00551,B-015,HAPAGRIO,R-07,MUELLEC,TRIGO,SANTA FE,2023-06-05,22:46,2023-06-06,07:43,4936.35,14.3,12,EN_REVISION,8.95,2.3000000000000007,1.6999999999999993
MOV-00556,B-019,MSCGENOVA,R-07,MUELLEF,MAIZ,SHANGHAI,2020-11-03,19:18,2020-11-05,12:59,4053.49,10.8,10,DESPACHADO,41.68333333333333,0.8000000000000007,0.3000000000000007
MOV-00557,B-032,MSCGENOVA,R-02,MUELLEB,MINERALES,BUENOS AIRES,2023-01-30,10:34,2023-02-01,23:50,4799.25,15.1,12,PENDIENTE,61.266666666666666,3.0999999999999996,2.4999999999999982
MOV-00559,B-037,CMALITORAL,R-06,MUELLED,HARINA,BUENOS AIRES,2022-01-31,09:27,2022-02-01,01:11,3310.98,13.6,12,EN_REVISION,15.733333333333333,1.5999999999999996,0.9999999999999982
MOV-00561,B-024,ONEPLATA,R-05,MUELLED,HARINA,SAO PAULO,2020-02-05,18:27,2020-02-06,00:00,5850.36,16.2,10,RECHAZADO,5.55,6.199999999999999,5.699999999999999
MOV-00564,B-036,YANGMING,R-02,MUELLED,CONTENEDORES,BUENOS AIRES,2022-09-20,15:36,2022-09-22,20:13,5207.39,14.4,10,PENDIENTE,52.61666666666667,4.4,3.9000000000000004
MOV-00565,B-009,MSCGENOVA,R-04,MUELLED,GRANOS,HAMBURG,2023-09-15,21:42,2023-09-16,19:12,5971.9,13.9,10,PENDIENTE,21.5,3.9000000000000004,3.4000000000000004
MOV-00567,B-012,ONEPARANA,,MUELLEE,SOJA,VALPARAISO,2020-11-19,16:57,2020-11-22,03:40,6455.2,14.4,10,RECHAZADO,58.71666666666667,4.4,3.9000000000000004
MOV-00568,B-017,COSCOSTAR,R-07,MUELLEA,ACEITE,ROTTERDAM,2020-12-28,15:18,2020-12-29,10:44,3480.58,12.1,10,DESPACHADO,19.433333333333334,2.0999999999999996,1.5999999999999996
MOV-00569,B-017,YANGESTE,R-07,MUELLEA,HARINA,HAMBURG,2023-02-22,10:06,2023-02-24,04:28,5752.97,14.6,10,EN_REVISION,42.36666666666667,4.6,4.1
MOV-00574,B-026,ONEPARANA,R-07,MUELLEC,TRIGO,ROTTERDAM,2022-02-01,19:03,2022-02-03,05:33,6277.43,14.3,12,PENDIENTE,34.5,2.3000000000000007,1.6999999999999993
MOV-00577,B-002,MAERSKLIMA,R-02,MUELLEB,HARINA,BUENOS AIRES,2024-07-27,08:34,1900-01-01,00:00,2762.06,17.8,15,DESPACHADO,,2.8000000000000007,2.0500000000000007
MOV-00579,B-020,CMAROSARIO,R-02,MUELLEF,TRIGO,SHANGHAI,2020-04-06,01:43,2020-04-08,15:06,3702.29,15.8,12,EN_REVISION,61.38333333333333,3.8000000000000007,3.1999999999999993
MOV-00581,B-013,EVERGLORY,R-07,MUELLEE,TRIGO,SHANGHAI,1900-01-01,07:56,2024-10-04,20:45,4732.8,18.3,12,PENDIENTE,,6.300000000000001,5.699999999999999
MOV-00586,B-038,MSCALPHA,R-02,MUELLEA,GRANOS,SAO PAULO,2020-01-08,00:00,2020-01-10,00:00,,13.3,10,DESPACHADO,48.0,3.3000000000000007,2.8000000000000007
MOV-00588,B-034,PILOESTE,R-02,MUELLED,MINERALES,BUENOS AIRES,2021-01-04,11:29,1900-01-01,23:39,7122.59,13.0,12,,,1.0,0.3999999999999986
MOV-00591,B-004,COSCOSTAR,R-07,MUELLEB,ACEITE,ROTTERDAM,2024-08-21,04:17,2024-08-23,01:42,6267.37,11.0,10,EN_REVISION,45.416666666666664,1.0,0.5
MOV-00600,B-023,EVERGREEN02,R-04,MUELLEC,ACEITE,MONTEVIDEO,2022-04-14,15:36,2022-04-14,08:07,4704.18,12.9,10,DESPACHADO,,2.9000000000000004,2.4000000000000004
MOV-00604,B-029,MAERSKLIMA,R-02,MUELLEC,MAIZ,SAO PAULO,2020-07-21,20:50,2020-07-22,14:07,5536.2,14.9,10,DESPACHADO,17.283333333333335,4.9,4.4
MOV-00609,B-016,ZIMNORTE,R-05,MUELLEA,CONTENEDORES,ROTTERDAM,2020-08-30,13:31,2020-08-30,01:22,5288.11,13.0,10,PENDIENTE,,3.0,2.5
MOV-00610,B-020,PILOESTE,R-05,MUELLEC,HARINA,SANTA FE,2023-11-03,09:38,2023-11-04,10:06,6167.84,11.4,10,RECHAZADO,24.466666666666665,1.4000000000000004,0.9000000000000004
MOV-00612,B-024,EVERGLORY,R-06,MUELLEE,TRIGO,SAO PAULO,2024-07-14,22:15,2024-07-15,19:00,4945.59,14.0,10,PENDIENTE,20.75,4.0,3.5
MOV-00614,B-026,YANGESTE,R-03,MUELLEC,ACEITE,ROTTERDAM,2024-10-13,07:00,2024-10-15,14:42,4580.32,15.1,10,RECHAZADO,55.7,5.1,4.6
MOV-00618,B-008,ONEPARANA,R-07,MUELLEE,SOJA,HAMBURG,2022-02-13,00:00,2022-02-15,10:37,5669.69,10.9,10,PENDIENTE,58.61666666666667,0.9000000000000004,0.40000000000000036
MOV-00622,B-004,COSCOTIGRE,R-04,MUELLEF,MINERALES,SAO PAULO,2021-07-10,12:43,1900-01-01,08:30,5363.36,10.8,10,DESPACHADO,,0.8000000000000007,0.3000000000000007
MOV-00623,B-019,COSCOTIGRE,R-04,MUELLEE,MINERALES,SHANGHAI,2020-04-02,11:20,2020-04-03,15:54,,13.9,12,RECHAZADO,28.566666666666666,1.9000000000000004,1.299999999999999
MOV-00624,B-014,PILOESTE,R-06,MUELLED,MINERALES,SHANGHAI,2020-02-07,08:10,2020-02-09,16:01,7011.49,14.0,10,PENDIENTE,55.85,4.0,3.5
MOV-00625,B-003,PILOESTE,R-08,MUELLEB,SOJA,MONTEVIDEO,2024-06-22,19:49,2024-06-23,13:31,3622.27,12.2,10,RECHAZADO,17.7,2.1999999999999993,1.6999999999999993
MOV-00631,B-023,ONEPARANA,R-05,MUELLEF,CONTENEDORES,SHANGHAI,2020-03-17,07:00,2020-03-17,03:45,3430.69,12.7,10,EN_REVISION,,2.6999999999999993,2.1999999999999993
MOV-00637,B-011,HAPAGRIO,R-03,MUELLEC,GRANOS,SHANGHAI,2024-08-29,08:42,2024-08-31,04:31,2712.13,14.3,12,DESPACHADO,43.81666666666667,2.3000000000000007,1.6999999999999993
MOV-00638,B-029,CMAROSARIO,R-08,MUELLEF,MAIZ,SHANGHAI,2024-07-01,18:50,2024-07-03,17:21,5446.59,14.4,10,DESPACHADO,46.516666666666666,4.4,3.9000000000000004
MOV-00640,B-025,PILSANTA,R-04,MUELLEB,MINERALES,MONTEVIDEO,2020-10-22,03:24,2020-10-23,17:37,7345.88,12.8,10,PENDIENTE,38.21666666666667,2.8000000000000007,2.3000000000000007
MOV-00646,B-035,ONEPARANA,R-02,MUELLEC,MINERALES,BUENOS AIRES,2024-08-17,13:37,2024-08-19,16:38,3369.33,12.7,10,DESPACHADO,51.016666666666666,2.6999999999999993,2.1999999999999993
MOV-00649,B-039,CMAROSARIO,R-02,MUELLEF,TRIGO,SHANGHAI,2022-12-18,15:20,2022-12-18,00:00,3423.65,13.0,10,PENDIENTE,,3.0,2.5
MOV-00653,B-033,COSCOTIGRE,R-01,MUELLEC,MAIZ,BUENOS AIRES,2020-03-21,12:25,1900-01-01,22:52,5338.36,13.4,12,DESPACHADO,,1.4000000000000004,0.7999999999999989
MOV-00654,B-035,ZIMNORTE,R-04,MUELLEE,MINERALES,VALPARAISO,2020-01-30,04:59,2020-02-01,05:28,,11.0,10,DESPACHADO,48.483333333333334,1.0,0.5
MOV-00659,B-004,ONEPLATA,R-01,MUELLEC,HARINA,BUENOS AIRES,2021-04-16,11:40,2021-04-17,10:18,4025.69,12.8,12,EN_REVISION,22.633333333333333,0.8000000000000007,0.1999999999999993
MOV-00660,B-022,ZIMDELTA,,MUELLEE,GRANOS,SAO PAULO,2024-11-24,02:44,2024-11-25,19:46,5595.41,13.5,10,PENDIENTE,41.03333333333333,3.5,3.0
MOV-00661,B-021,COSCOSTAR,R-06,MUELLEB,SOJA,HAMBURG,2021-11-01,23:14,2021-11-04,19:17,3097.93,15.1,10,EN_REVISION,68.05,5.1,4.6
MOV-00663,B-019,COSCOTIGRE,R-05,MUELLEF,HARINA,HAMBURG,2024-08-14,15:21,2024-08-16,01:02,3575.34,13.5,12,EN_REVISION,33.68333333333333,1.5,0.8999999999999986
MOV-00670,B-001,CMAROSARIO,R-08,MUELLEB,GRANOS,VALPARAISO,2024-10-21,16:55,2024-10-22,00:41,4182.22,12.2,10,PENDIENTE,7.766666666666667,2.1999999999999993,1.6999999999999993
MOV-00673,B-026,CMAROSARIO,R-06,MUELLEC,MAIZ,SANTA FE,2020-06-23,00:00,2020-06-25,02:22,7118.7,14.4,10,EN_REVISION,50.36666666666667,4.4,3.9000000000000004
MOV-00677,B-017,MSCALPHA,R-05,MUELLEF,CONTENEDORES,BUENOS AIRES,2022-08-28,00:29,2022-08-29,18:04,5556.49,13.2,10,RECHAZADO,41.583333333333336,3.1999999999999993,2.6999999999999993
MOV-00682,B-038,MAERSKLIMA,R-01,MUELLEA,SOJA,BUENOS AIRES,2023-04-02,02:24,2023-04-03,02:38,6573.54,15.7,10,EN_REVISION,24.233333333333334,5.699999999999999,5.199999999999999
MOV-00684,B-002,ONEPARANA,R-05,MUELLEF,GRANOS,BUENOS AIRES,2022-04-25,13:01,2022-04-28,17:22,5586.76,16.9,12,EN_REVISION,76.35,4.899999999999999,4.299999999999997
MOV-00692,B-012,COSCOSTAR,R-03,MUELLEC,HARINA,SAO PAULO,2024-11-02,00:07,2024-11-04,17:40,6679.2,14.4,10,EN_REVISION,65.55,4.4,3.9000000000000004
MOV-00700,B-003,YANGESTE,R-08,MUELLEB,TRIGO,ROTTERDAM,2024-04-02,23:53,2024-04-05,06:49,6202.11,16.3,12,DESPACHADO,54.93333333333333,4.300000000000001,3.6999999999999993
MOV-00701,B-031,EVERGLORY,R-04,MUELLEA,MINERALES,SHANGHAI,2024-12-24,14:18,2024-12-25,14:17,6461.58,11.5,10,EN_REVISION,23.983333333333334,1.5,1.0
MOV-00704,B-039,CMALITORAL,R-08,MUELLEF,ACEITE,SHANGHAI,2023-12-13,00:15,2023-12-15,10:14,6268.7,16.9,15,EN_REVISION,57.983333333333334,1.8999999999999986,1.1499999999999986
MOV-00709,B-028,YANGMING,R-01,MUELLED,MINERALES,SHANGHAI,2023-01-22,00:42,2023-01-22,00:00,5143.23,11.5,10,RECHAZADO,,1.5,1.0
MOV-00710,B-013,ZIMDELTA,R-04,MUELLEB,GRANOS,MONTEVIDEO,2023-08-28,10:22,2023-08-28,02:24,4783.57,12.7,12,PENDIENTE,,0.6999999999999993,0.09999999999999787
MOV-00712,B-032,COSCOTIGRE,R-04,MUELLEA,MINERALES,HAMBURG,2020-01-31,12:11,2020-02-02,03:57,4176.01,10.7,10,EN_REVISION,39.766666666666666,0.6999999999999993,0.1999999999999993
MOV-00719,B-030,HAPAGSUR,R-01,MUELLEC,CONTENEDORES,VALPARAISO,2024-08-28,00:00,2024-08-30,00:00,6399.0,14.9,12,RECHAZADO,48.0,2.9000000000000004,2.299999999999999
MOV-00720,B-013,MAERSKPAMPAS,R-02,MUELLEA,HARINA,VALPARAISO,2024-01-05,03:24,2024-01-07,23:02,5988.46,11.4,10,DESPACHADO,67.63333333333334,1.4000000000000004,0.9000000000000004
MOV-00721,B-003,PILSANTA,R-07,MUELLEA,MINERALES,SHANGHAI,2020-06-26,15:39,2020-06-27,10:11,6227.19,14.2,10,EN_REVISION,18.533333333333335,4.199999999999999,3.6999999999999993
MOV-00723,B-021,PILOESTE,R-01,MUELLEA,TRIGO,HAMBURG,2022-09-27,20:40,2022-09-30,09:41,4905.74,15.2,12,DESPACHADO,61.016666666666666,3.1999999999999993,2.599999999999998
MOV-00727,B-036,MAERSKPAMPAS,R-02,MUELLEE,CONTENEDORES,HAMBURG,2024-04-10,02:25,1900-01-01,22:37,4319.91,13.1,10,DESPACHADO,,3.0999999999999996,2.5999999999999996
MOV-00732,B-035,MSCGENOVA,R-07,MUELLEE,SOJA,ROTTERDAM,2020-09-28,00:35,2020-09-28,19:23,5642.44,15.0,12,DESPACHADO,18.8,3.0,2.3999999999999986
MOV-00735,B-032,ZIMDELTA,R-06,MUELLEC,CONTENEDORES,ROTTERDAM,2022-05-26,01:24,2022-05-28,13:17,8053.38,12.0,10,PENDIENTE,59.88333333333333,2.0,1.5
MOV-00742,B-032,MAERSKPAMPAS,R-01,MUELLED,CONTENEDORES,MONTEVIDEO,2023-11-17,15:26,2023-11-19,00:00,4823.77,13.0,10,PENDIENTE,32.56666666666667,3.0,2.5
MOV-00747,B-001,HAPAGSUR,R-08,MUELLEC,ACEITE,VALPARAISO,2024-11-03,17:43,2024-11-04,23:09,3156.75,12.6,10,EN_REVISION,29.433333333333334,2.5999999999999996,2.0999999999999996
MOV-00751,B-022,COSCOTIGRE,,MUELLEB,MAIZ,SHANGHAI,1900-01-01,22:26,2021-10-09,09:06,6186.97,14.9,10,PENDIENTE,,4.9,4.4
MOV-00752,B-005,EVERGREEN02,R-06,MUELLEA,SOJA,SHANGHAI,2023-10-23,23:40,2023-10-24,13:50,4810.76,11.0,10,PENDIENTE,14.166666666666666,1.0,0.5
MOV-00757,B-026,YANGMING,R-04,MUELLEB,MAIZ,MONTEVIDEO,2020-09-19,15:28,2020-09-22,15:53,6925.5,11.8,10,RECHAZADO,72.41666666666667,1.8000000000000007,1.3000000000000007
MOV-00761,B-011,CMAROSARIO,R-04,MUELLEE,HARINA,HAMBURG,2020-11-26,10:25,2020-11-29,05:06,6176.84,17.6,15,EN_REVISION,66.68333333333334,2.6000000000000014,1.8500000000000014
MOV-00764,B-027,ONEPLATA,R-03,MUELLEC,GRANOS,SHANGHAI,2020-08-06,04:11,2020-08-07,17:22,,13.4,12,DESPACHADO,37.18333333333333,1.4000000000000004,0.7999999999999989
MOV-00770,B-024,MSCALPHA,R-05,MUELLED,GRANOS,ROTTERDAM,2021-03-26,20:30,2021-03-27,03:33,5120.67,15.3,10,PENDIENTE,7.05,5.300000000000001,4.800000000000001
MOV-00774,B-027,HAPAGSUR,R-06,MUELLED,CONTENEDORES,SAO PAULO,2024-06-27,15:28,2024-06-29,20:00,4031.66,15.9,10,PENDIENTE,52.53333333333333,5.9,5.4
MOV-00775,B-015,ONEPLATA,R-05,MUELLEF,HARINA,VALPARAISO,2021-03-04,03:04,2021-03-05,14:14,3725.69,19.9,15,DESPACHADO,35.166666666666664,4.899999999999999,4.149999999999999
MOV-00776,B-039,COSCOSTAR,R-01,MUELLEE,MINERALES,HAMBURG,2021-04-20,20:19,2021-04-22,00:17,2627.11,10.6,10,RECHAZADO,27.966666666666665,0.5999999999999996,0.09999999999999964
MOV-00785,B-021,COSCOSTAR,R-02,MUELLEC,TRIGO,ROTTERDAM,2024-06-26,00:31,2024-06-26,15:10,4283.04,11.6,10,RECHAZADO,14.65,1.5999999999999996,1.0999999999999996
MOV-00786,B-005,EVERGREEN02,R-05,MUELLEB,TRIGO,SANTA FE,2021-01-13,16:27,2021-01-15,03:07,5750.18,12.4,10,RECHAZADO,34.666666666666664,2.4000000000000004,1.9000000000000004
MOV-00788,B-014,ZIMDELTA,R-02,MUELLEB,TRIGO,MONTEVIDEO,2024-06-19,06:10,2024-06-20,16:32,,14.7,10,EN_REVISION,34.36666666666667,4.699999999999999,4.199999999999999
MOV-00795,B-016,PILOESTE,R-05,MUELLEF,GRANOS,BUENOS AIRES,2021-03-17,15:58,2021-03-20,00:00,5141.19,14.4,12,PENDIENTE,56.03333333333333,2.4000000000000004,1.799999999999999
MOV-00801,B-012,CMALITORAL,,MUELLED,MAIZ,ROTTERDAM,2022-01-21,00:16,2022-01-23,03:38,6169.43,15.2,12,RECHAZADO,51.36666666666667,3.1999999999999993,2.599999999999998
MOV-00803,B-013,EVERGREEN02,R-05,MUELLEA,GRANOS,VALPARAISO,2022-07-15,19:51,2022-07-16,02:08,6942.07,13.2,12,DESPACHADO,6.283333333333333,1.1999999999999993,0.5999999999999979
MOV-00810,B-029,HAPAGRIO,R-02,MUELLED,HARINA,MONTEVIDEO,2022-04-14,14:34,2022-04-15,12:28,,11.4,10,PENDIENTE,21.9,1.4000000000000004,0.9000000000000004
MOV-00811,B-020,ZIMNORTE,R-06,MUELLEA,MAIZ,MONTEVIDEO,2020-08-05,00:00,2020-08-07,00:40,3442.13,14.2,10,DESPACHADO,48.666666666666664,4.199999999999999,3.6999999999999993
MOV-00819,B-023,HAPAGSUR,R-08,MUELLEB,ACEITE,BUENOS AIRES,2021-02-20,07:41,2021-02-23,22:15,4874.48,11.1,10,EN_REVISION,86.56666666666666,1.0999999999999996,0.5999999999999996
MOV-00822,B-006,PILOESTE,R-04,MUELLEC,GRANOS,SANTA FE,2020-08-12,15:22,2020-08-15,06:01,5837.64,13.7,12,DESPACHADO,62.65,1.6999999999999993,1.0999999999999979
MOV-00825,B-024,ONEPARANA,R-05,MUELLEC,SOJA,SHANGHAI,2022-01-26,07:23,2022-01-27,23:29,4125.54,16.2,15,RECHAZADO,40.1,1.1999999999999993,0.4499999999999993
MOV-00830,B-032,PILOESTE,R-02,MUELLEA,ACEITE,SANTA FE,1900-01-01,00:01,2022-05-10,00:11,6161.38,12.8,10,DESPACHADO,,2.8000000000000007,2.3000000000000007
MOV-00833,B-013,ZIMDELTA,R-06,MUELLED,TRIGO,ROTTERDAM,2020-04-26,23:02,2020-04-27,15:09,5196.71,10.8,10,PENDIENTE,16.116666666666667,0.8000000000000007,0.3000000000000007
MOV-00836,B-007,COSCOTIGRE,R-08,MUELLED,MINERALES,BUENOS AIRES,2023-09-09,00:00,2023-09-10,16:33,2598.84,12.8,10,RECHAZADO,40.55,2.8000000000000007,2.3000000000000007
